PlayerID,TrialID,GameMode,IsHit,DisplayScore,TrueScore,TrueScoreMessagePopupTime,TrueScoreResponseTime,EstScore,EstScoreMessagePopupTime,EstScoreResponseTime,EstScoreConfidence,EstScoreConfidenceMessagePopupTime,EstScoreConfidenceResponseTime,TrueRule,TrueRuleMessagePopupTime,TrueRuleResponseTime,EstRule,EstRuleMessagePopupTime,EstRuleResponseTime,EstRuleConfidence,EstRuleConfidenceMessagePopupTime,EstRuleConfidenceResponseTime,MoleEndTime,MoleAppearTime,MoleDissapearTime,MoleCenter.x,MoleCenter.y,HitReactionTime,EstRuleAccuracy,PredictionError,DisplayScoreError,AbsPredictionError,AbsDisplayScoreError,LocX,LocY,Distance,Correct,scorePredictionRT,ruleEstimationRT
6,161,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:01:04.3663,,,,,random,07/09/2022 10:01:06.3429,07/09/2022 10:01:07.0253,random,07/09/2022 10:01:04.3643,07/09/2022 10:01:06.3429,,,,07/09/2022 10:01:07.3550,07/09/2022 10:01:03.9481,07/09/2022 10:01:07.1387,948,309,415.2,TRUE,,-1,,1,5,-8,9.4339811320566,TRUE,,1978.6
6,162,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:01:07.9210,,,,,random,07/09/2022 10:01:10.8303,07/09/2022 10:01:11.4796,random,07/09/2022 10:01:07.9210,07/09/2022 10:01:10.8303,,,,07/09/2022 10:01:11.8097,07/09/2022 10:01:07.3711,07/09/2022 10:01:11.5933,922,492.300018310547,549.9,TRUE,,0,,0,12,-11.3000183105469,16.4830341205342,TRUE,,2909.3
6,163,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:01:12.4093,,,,,random,07/09/2022 10:01:14.9370,07/09/2022 10:01:15.6843,random,07/09/2022 10:01:12.4093,07/09/2022 10:01:14.9370,,,,07/09/2022 10:01:16.0141,07/09/2022 10:01:11.8256,07/09/2022 10:01:15.7991,1011,669.300048828125,582.7,TRUE,,-1,,1,-2,-6.300048828125,6.60988768715167,TRUE,,2527.7
6,164,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:01:16.5637,,,,,random,07/09/2022 10:01:18.7763,07/09/2022 10:01:19.6234,random,07/09/2022 10:01:16.5637,07/09/2022 10:01:18.7763,,,,07/09/2022 10:01:19.9533,07/09/2022 10:01:16.0308,07/09/2022 10:01:19.7373,727,616.299987792969,532.9,TRUE,,0,,0,9,-11.2999877929688,14.4460971934029,TRUE,,2212.6
6,165,ruleInferenceTraining,TRUE,1,0,,,,07/09/2022 10:01:20.6036,,,,,random,07/09/2022 10:01:22.5822,07/09/2022 10:01:23.2297,skill,07/09/2022 10:01:20.6026,07/09/2022 10:01:22.5822,,,,07/09/2022 10:01:23.5602,07/09/2022 10:01:19.9701,07/09/2022 10:01:23.3446,1146.70007324219,777.200012207031,632.5,FALSE,,1,,1,-4.7000732421875,-14.2000122070313,14.9576413635895,FALSE,,1979.6
6,166,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:01:24.0598,,,,,random,07/09/2022 10:01:26.1065,07/09/2022 10:01:26.7545,skill,07/09/2022 10:01:24.0598,07/09/2022 10:01:26.1065,,,,07/09/2022 10:01:27.0839,07/09/2022 10:01:23.5772,07/09/2022 10:01:26.8688,1201.5,554.599975585938,482.6,FALSE,,0,,0,19.5,6.4000244140625,20.5234088908397,FALSE,,2046.7
6,167,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:01:27.5841,,,,,random,07/09/2022 10:01:29.1979,07/09/2022 10:01:29.7792,random,07/09/2022 10:01:27.5841,07/09/2022 10:01:29.1979,,,,07/09/2022 10:01:30.1090,07/09/2022 10:01:27.1010,07/09/2022 10:01:29.8933,922,492.300018310547,483.1,TRUE,,-1,,1,11,-3.30001831054688,11.4843424213119,TRUE,,1613.8
6,168,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:01:30.7083,,,,,random,07/09/2022 10:01:33.0363,07/09/2022 10:01:33.7346,random,07/09/2022 10:01:30.7083,07/09/2022 10:01:33.0363,,,,07/09/2022 10:01:34.0653,07/09/2022 10:01:30.1261,07/09/2022 10:01:33.8487,727,616.299987792969,582.2,TRUE,,-1,,1,6,-3.29998779296875,6.84762144351911,TRUE,,2328
6,169,ruleInferenceTraining,TRUE,1,0,,,,07/09/2022 10:01:34.7312,,,,,random,07/09/2022 10:01:36.8100,07/09/2022 10:01:37.4087,random,07/09/2022 10:01:34.7312,07/09/2022 10:01:36.8100,,,,07/09/2022 10:01:37.7392,07/09/2022 10:01:34.0823,07/09/2022 10:01:37.5223,1180.5,420.299987792969,648.9,TRUE,,1,,1,7.5,-19.2999877929688,20.7060263886808,TRUE,,2078.8
6,170,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:01:38.3209,,,,,random,07/09/2022 10:01:39.7851,07/09/2022 10:01:40.3170,random,07/09/2022 10:01:38.3209,07/09/2022 10:01:39.7851,,,,07/09/2022 10:01:40.6472,07/09/2022 10:01:37.7552,07/09/2022 10:01:40.4306,922,492.300018310547,565.7,TRUE,,0,,0,5,-2.30001831054688,5.50364281443217,TRUE,,1464.2
6,171,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:01:42.2935,,,,,random,07/09/2022 10:01:43.9575,07/09/2022 10:01:44.4727,random,07/09/2022 10:01:42.2935,07/09/2022 10:01:43.9575,,,,07/09/2022 10:01:44.8032,07/09/2022 10:01:41.7441,07/09/2022 10:01:44.5871,1011,669.300048828125,549.4,TRUE,,-1,,1,1,-12.300048828125,12.3406321221508,TRUE,,1664
6,172,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:01:45.3198,,,,,random,07/09/2022 10:01:46.6334,07/09/2022 10:01:47.8299,random,07/09/2022 10:01:45.3188,07/09/2022 10:01:46.6334,,,,07/09/2022 10:01:48.1606,07/09/2022 10:01:44.8198,07/09/2022 10:01:47.9436,1011,669.300048828125,499,TRUE,,0,,0,11,-0.300048828125,11.0040914799569,TRUE,,1314.6
6,173,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:01:49.9734,,,,,random,07/09/2022 10:01:51.2872,07/09/2022 10:01:51.8692,skill,07/09/2022 10:01:49.9734,07/09/2022 10:01:51.2872,,,,07/09/2022 10:01:52.1987,07/09/2022 10:01:49.2567,07/09/2022 10:01:51.9833,640.300048828125,744.299987792969,716.7,FALSE,,0,,0,-10.300048828125,-14.2999877929688,17.6232986906769,FALSE,,1313.8
6,174,ruleInferenceTraining,TRUE,1,0,,,,07/09/2022 10:01:52.7318,,,,,random,07/09/2022 10:01:54.0132,07/09/2022 10:01:54.4949,random,07/09/2022 10:01:52.7318,07/09/2022 10:01:54.0132,,,,07/09/2022 10:01:54.8255,07/09/2022 10:01:52.2161,07/09/2022 10:01:54.6087,660.200073242188,422.600006103516,515.7,TRUE,,1,,1,-6.2000732421875,-16.6000061035156,17.7200764909536,TRUE,,1281.4
6,175,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:01:55.2912,,,,,random,07/09/2022 10:01:57.2041,07/09/2022 10:01:57.7853,random,07/09/2022 10:01:55.2912,07/09/2022 10:01:57.2041,,,,07/09/2022 10:01:58.1156,07/09/2022 10:01:54.8424,07/09/2022 10:01:57.9003,922,492.300018310547,448.8,TRUE,,0,,0,-3,-11.3000183105469,11.6914675647968,TRUE,,1912.9
6,176,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:01:58.7158,,,,,random,07/09/2022 10:02:01.4428,07/09/2022 10:02:02.1069,random,07/09/2022 10:01:58.7158,07/09/2022 10:02:01.4428,,,,07/09/2022 10:02:02.4383,07/09/2022 10:01:58.1334,07/09/2022 10:02:02.2222,727,616.299987792969,582.4,TRUE,,0,,0,-2,0.70001220703125,2.11896604267099,TRUE,,2727
6,177,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:02:02.9536,,,,,random,07/09/2022 10:02:05.1987,07/09/2022 10:02:05.9968,random,07/09/2022 10:02:02.9536,07/09/2022 10:02:05.1987,,,,07/09/2022 10:02:06.3274,07/09/2022 10:02:02.4554,07/09/2022 10:02:06.1111,727,616.299987792969,498.2,TRUE,,-1,,1,7,3.70001220703125,7.91770739116951,TRUE,,2245.1
6,178,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:02:07.0590,,,,,random,07/09/2022 10:02:09.0057,07/09/2022 10:02:09.7209,skill,07/09/2022 10:02:07.0590,07/09/2022 10:02:09.0057,,,,07/09/2022 10:02:10.0504,07/09/2022 10:02:06.3433,07/09/2022 10:02:09.8348,948,309,715.7,FALSE,,0,,0,6,-6,8.48528137423857,FALSE,,1946.7
6,179,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:02:10.7822,,,,,random,07/09/2022 10:02:12.4792,07/09/2022 10:02:13.0281,random,07/09/2022 10:02:10.7822,07/09/2022 10:02:12.4792,,,,07/09/2022 10:02:13.3584,07/09/2022 10:02:10.0669,07/09/2022 10:02:13.1413,660.200073242188,422.600006103516,715.3,TRUE,,0,,0,-4.2000732421875,-5.60000610351563,7.00004882834053,TRUE,,1697
6,180,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:02:14.0074,,,,,random,07/09/2022 10:02:18.5289,07/09/2022 10:02:19.0606,random,07/09/2022 10:02:14.0074,07/09/2022 10:02:18.5289,,,,07/09/2022 10:02:19.3910,07/09/2022 10:02:13.3745,07/09/2022 10:02:19.1749,1011,669.300048828125,632.9,TRUE,,-1,,1,-5,-6.300048828125,8.04304763362491,TRUE,,4521.5
6,181,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:02:19.9742,,,,,random,07/09/2022 10:02:21.9213,07/09/2022 10:02:22.5853,random,07/09/2022 10:02:19.9732,07/09/2022 10:02:21.9213,,,,07/09/2022 10:02:22.9143,07/09/2022 10:02:19.4079,07/09/2022 10:02:22.6986,1201.5,554.599975585938,565.3,TRUE,,0,,0,-6.5,2.4000244140625,6.92893333696436,TRUE,,1948.1
6,182,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:02:23.4476,,,,,random,07/09/2022 10:02:25.4936,07/09/2022 10:02:25.9920,random,07/09/2022 10:02:23.4476,07/09/2022 10:02:25.4936,,,,07/09/2022 10:02:26.3221,07/09/2022 10:02:22.9309,07/09/2022 10:02:26.1068,922,492.300018310547,516.7,TRUE,,-1,,1,5,-5.30001831054688,7.28630181176515,TRUE,,2046
6,183,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:02:26.9553,,,,,random,07/09/2022 10:02:29.9987,07/09/2022 10:02:30.5303,random,07/09/2022 10:02:26.9553,07/09/2022 10:02:29.9987,,,,07/09/2022 10:02:30.8604,07/09/2022 10:02:26.3394,07/09/2022 10:02:30.6440,1011,669.300048828125,615.9,TRUE,,0,,0,0,-16.300048828125,16.300048828125,TRUE,,3043.4
6,184,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:02:31.5422,,,,,random,07/09/2022 10:02:33.8379,07/09/2022 10:02:34.3368,random,07/09/2022 10:02:31.5422,07/09/2022 10:02:33.8379,,,,07/09/2022 10:02:34.6663,07/09/2022 10:02:30.8763,07/09/2022 10:02:34.4502,1146.70007324219,777.200012207031,665.9,TRUE,,-1,,1,3.2999267578125,-13.2000122070313,13.6062426434597,TRUE,,2295.7
6,185,ruleInferenceTraining,TRUE,0,1,,,,07/09/2022 10:02:35.2819,,,,,random,07/09/2022 10:02:36.9969,07/09/2022 10:02:37.4616,random,07/09/2022 10:02:35.2819,07/09/2022 10:02:36.9959,,,,07/09/2022 10:02:37.7918,07/09/2022 10:02:34.6825,07/09/2022 10:02:37.5747,727,616.299987792969,599.4,TRUE,,-1,,1,-1,0.70001220703125,1.22066256188709,TRUE,,1714
6,186,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:02:38.2578,,,,,skill,07/09/2022 10:02:39.7384,07/09/2022 10:02:40.2537,random,07/09/2022 10:02:38.2578,07/09/2022 10:02:39.7384,,,,07/09/2022 10:02:40.5831,07/09/2022 10:02:37.8078,07/09/2022 10:02:40.3670,922,492.300018310547,450,FALSE,,0,,0,-6,-15.3000183105469,16.4344321563926,FALSE,,1480.6
6,187,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:02:41.1666,,,,,skill,07/09/2022 10:02:43.8939,07/09/2022 10:02:44.6756,skill,07/09/2022 10:02:41.1656,07/09/2022 10:02:43.8939,,,,07/09/2022 10:02:45.0047,07/09/2022 10:02:40.6002,07/09/2022 10:02:44.7891,948,309,565.4,TRUE,,0,,0,-1,-1,1.4142135623731,TRUE,,2728.3
6,188,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:02:45.7544,,,,,skill,07/09/2022 10:02:47.3178,07/09/2022 10:02:47.9312,skill,07/09/2022 10:02:45.7544,07/09/2022 10:02:47.3178,,,,07/09/2022 10:02:48.2619,07/09/2022 10:02:45.0212,07/09/2022 10:02:48.0461,727,616.299987792969,732.2,TRUE,,0,,0,2,-11.2999877929688,11.4756143243507,TRUE,,1563.4
6,189,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:02:48.9122,,,,,skill,07/09/2022 10:02:50.6752,07/09/2022 10:02:51.4564,skill,07/09/2022 10:02:48.9122,07/09/2022 10:02:50.6752,,,,07/09/2022 10:02:51.7869,07/09/2022 10:02:48.2788,07/09/2022 10:02:51.5702,1011,669.300048828125,633.4,TRUE,,0,,0,3,-5.300048828125,6.09019848449204,TRUE,,1763
6,190,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:02:52.2356,,,,,skill,07/09/2022 10:02:55.3124,07/09/2022 10:02:55.7446,random,07/09/2022 10:02:52.2356,07/09/2022 10:02:55.3124,,,,07/09/2022 10:02:56.0752,07/09/2022 10:02:51.8025,07/09/2022 10:02:55.8581,922,492.300018310547,432.1,FALSE,,0,,0,8,-12.3000183105469,14.6727792336622,FALSE,,3076.8
6,191,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:02:56.7400,,,,,skill,07/09/2022 10:02:58.3713,07/09/2022 10:02:58.8196,skill,07/09/2022 10:02:56.7400,07/09/2022 10:02:58.3703,,,,07/09/2022 10:02:59.1496,07/09/2022 10:02:56.0919,07/09/2022 10:02:58.9330,660.200073242188,422.600006103516,648.1,TRUE,,0,,0,4.7999267578125,-9.60000610351562,10.7330989964642,TRUE,,1630.3
6,192,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:02:59.7322,,,,,skill,07/09/2022 10:03:00.6472,07/09/2022 10:03:01.1632,skill,07/09/2022 10:02:59.7322,07/09/2022 10:03:00.6472,,,,07/09/2022 10:03:01.4937,07/09/2022 10:02:59.1667,07/09/2022 10:03:01.2766,660.200073242188,422.600006103516,565.5,TRUE,,0,,0,4.7999267578125,-12.6000061035156,13.4833026625154,TRUE,,915
6,193,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:02.1594,,,,,skill,07/09/2022 10:03:03.6071,07/09/2022 10:03:04.0554,skill,07/09/2022 10:03:02.1594,07/09/2022 10:03:03.6071,,,,07/09/2022 10:03:04.3851,07/09/2022 10:03:01.5102,07/09/2022 10:03:04.1697,1201.5,554.599975585938,649.2,TRUE,,0,,0,10.5,-4.5999755859375,11.4634102862639,TRUE,,1447.7
6,194,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:03:05.0845,,,,,skill,07/09/2022 10:03:06.3975,07/09/2022 10:03:07.0969,skill,07/09/2022 10:03:05.0845,07/09/2022 10:03:06.3975,,,,07/09/2022 10:03:07.4264,07/09/2022 10:03:04.4014,07/09/2022 10:03:07.2114,727,616.299987792969,682.1,TRUE,,0,,0,4,-13.2999877929688,13.8884727487625,TRUE,,1313
6,195,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:03:08.0766,,,,,skill,07/09/2022 10:03:09.9713,07/09/2022 10:03:10.4052,random,07/09/2022 10:03:08.0766,07/09/2022 10:03:09.9713,,,,07/09/2022 10:03:10.7347,07/09/2022 10:03:07.4441,07/09/2022 10:03:10.5190,1146.70007324219,777.200012207031,632.5,FALSE,,0,,0,-2.7000732421875,-16.2000122070313,16.4234829138383,FALSE,,1894.7
6,196,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:11.3835,,,,,skill,07/09/2022 10:03:13.0807,07/09/2022 10:03:13.5950,skill,07/09/2022 10:03:11.3825,07/09/2022 10:03:13.0807,,,,07/09/2022 10:03:13.9254,07/09/2022 10:03:10.7517,07/09/2022 10:03:13.7102,660.200073242188,422.600006103516,630.8,TRUE,,0,,0,-8.2000732421875,-4.60000610351563,9.40219428269914,TRUE,,1698.2
6,197,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:03:14.4922,,,,,skill,07/09/2022 10:03:15.5408,07/09/2022 10:03:16.1057,skill,07/09/2022 10:03:14.4922,07/09/2022 10:03:15.5408,,,,07/09/2022 10:03:16.4352,07/09/2022 10:03:13.9420,07/09/2022 10:03:16.2191,660.200073242188,422.600006103516,549.2,TRUE,,0,,0,12.7999267578125,-12.6000061035156,17.9610210960846,TRUE,,1048.6
6,198,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:16.9359,,,,,skill,07/09/2022 10:03:18.0668,07/09/2022 10:03:19.3472,skill,07/09/2022 10:03:16.9348,07/09/2022 10:03:18.0668,,,,07/09/2022 10:03:19.6763,07/09/2022 10:03:16.4518,07/09/2022 10:03:19.4602,660.200073242188,422.600006103516,483,TRUE,,0,,0,-1.2000732421875,-11.6000061035156,11.6619173975901,TRUE,,1132
6,199,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:20.3764,,,,,skill,07/09/2022 10:03:21.2412,07/09/2022 10:03:21.6910,skill,07/09/2022 10:03:20.3764,07/09/2022 10:03:21.2412,,,,07/09/2022 10:03:22.0206,07/09/2022 10:03:19.6940,07/09/2022 10:03:21.8038,727,616.299987792969,682.4,TRUE,,0,,0,-7,-6.29998779296875,9.41752866688258,TRUE,,864.8
6,200,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:22.7699,,,,,skill,07/09/2022 10:03:23.9834,07/09/2022 10:03:25.6298,skill,07/09/2022 10:03:22.7689,07/09/2022 10:03:23.9834,,,,07/09/2022 10:03:25.9592,07/09/2022 10:03:22.0371,07/09/2022 10:03:25.7438,922,492.300018310547,731.8,TRUE,,0,,0,-2,-2.30001831054688,3.0479639480891,TRUE,,1214.5
6,201,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:26.5752,,,,,skill,07/09/2022 10:03:27.5576,07/09/2022 10:03:28.6039,skill,07/09/2022 10:03:26.5752,07/09/2022 10:03:27.5576,,,,07/09/2022 10:03:28.9342,07/09/2022 10:03:25.9762,07/09/2022 10:03:28.7193,1011,669.300048828125,599,TRUE,,0,,0,4,-11.300048828125,11.9871224035633,TRUE,,982.4
6,202,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:29.6677,,,,,skill,07/09/2022 10:03:30.6327,07/09/2022 10:03:31.4131,skill,07/09/2022 10:03:29.6677,07/09/2022 10:03:30.6327,,,,07/09/2022 10:03:31.7444,07/09/2022 10:03:28.9520,07/09/2022 10:03:31.5273,640.300048828125,744.299987792969,714.7,TRUE,,0,,0,5.699951171875,-8.29998779296875,10.0687258739718,TRUE,,965
6,203,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:32.1766,,,,,skill,07/09/2022 10:03:33.3923,07/09/2022 10:03:33.8573,skill,07/09/2022 10:03:32.1766,07/09/2022 10:03:33.3913,,,,07/09/2022 10:03:34.1873,07/09/2022 10:03:31.7608,07/09/2022 10:03:33.9706,727,616.299987792969,414.8,TRUE,,0,,0,-1,-6.29998779296875,6.37885931742935,TRUE,,1214.7
6,204,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:35.8995,,,,,skill,07/09/2022 10:03:37.4461,07/09/2022 10:03:37.8958,skill,07/09/2022 10:03:35.8995,07/09/2022 10:03:37.4461,,,,07/09/2022 10:03:38.2257,07/09/2022 10:03:35.2847,07/09/2022 10:03:38.0102,1201.5,554.599975585938,614.8,TRUE,,0,,0,-0.5,-1.5999755859375,1.676282158706,TRUE,,1546.6
6,205,ruleInferenceTraining,TRUE,0,0,,,,07/09/2022 10:03:38.9081,,,,,skill,07/09/2022 10:03:40.0729,07/09/2022 10:03:41.3036,skill,07/09/2022 10:03:38.9071,07/09/2022 10:03:40.0729,,,,07/09/2022 10:03:41.6330,07/09/2022 10:03:38.2433,07/09/2022 10:03:41.4179,640.300048828125,744.299987792969,663.8,TRUE,,0,,0,15.699951171875,-6.29998779296875,16.9168056379097,TRUE,,1165.8
6,206,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:42.3664,,,,,skill,07/09/2022 10:03:44.0129,07/09/2022 10:03:44.5770,skill,07/09/2022 10:03:42.3664,07/09/2022 10:03:44.0129,,,,07/09/2022 10:03:44.9084,07/09/2022 10:03:41.6504,07/09/2022 10:03:44.6914,1146.70007324219,777.200012207031,716,TRUE,,0,,0,-1.7000732421875,-7.20001220703125,7.39800140647465,TRUE,,1646.5
6,207,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:46.6202,,,,,skill,07/09/2022 10:03:47.7692,07/09/2022 10:03:48.2684,skill,07/09/2022 10:03:46.6202,07/09/2022 10:03:47.7692,,,,07/09/2022 10:03:48.5971,07/09/2022 10:03:46.0045,07/09/2022 10:03:48.3815,922,492.300018310547,614.7,TRUE,,0,,0,-2,1.69998168945313,2.62486909092166,TRUE,,1149
6,208,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:49.0972,,,,,skill,07/09/2022 10:03:50.0623,07/09/2022 10:03:50.4943,skill,07/09/2022 10:03:49.0972,07/09/2022 10:03:50.0623,,,,07/09/2022 10:03:50.8256,07/09/2022 10:03:48.6143,07/09/2022 10:03:50.6090,922,492.300018310547,481.8,TRUE,,0,,0,-2,-3.30001831054688,3.8587719354666,TRUE,,965.1
6,209,ruleInferenceTraining,TRUE,1,1,,,,07/09/2022 10:03:51.4735,,,,,skill,07/09/2022 10:03:52.2234,07/09/2022 10:03:52.6887,skill,07/09/2022 10:03:51.4735,07/09/2022 10:03:52.2234,,,,07/09/2022 10:03:53.0196,07/09/2022 10:03:50.8412,07/09/2022 10:03:52.8033,1011,669.300048828125,632.3,TRUE,,0,,0,5,-3.300048828125,5.99085321703088,TRUE,,749.9
